연번,업체명,연락처,시도,시군구,기본주소,상세주소,주요사업
730,왕돼지갈비식당,054-283-0645,경북,포항시,경상북도 포항시 남구 송도로 34(송도동),,돼지갈비
731,시민제과,054-249-2331,경북,포항시,경상북도 포항시 북구 불종로 48(대흥동),,"단밭빵, 정구지퐝, 찹쌀떡"
732,삼육식당,054-292-3999,경북,포항시,경상북도 포항시 남구 오천읍 문덕로43번길 6-4(문덕리),,닭냉국수
733,88수족관,054-274-3037,경북,포항시,경상북도 포항시 남구 상공로 252(해도동),,"관상어, 수족관"
734,동양순대,054-632-8440,경북,영주시,경상북도 영주시 중앙로83번길 33,,순대
735,현악기사,054-857-4540,경북,안동시,경상북도 안동시 서동문로 107,,"악기, 음향기기"
736,옥류관면옥,054-853-8484,경북,안동시,경상북도 안동시 문화광장길 40-11,,"문어비빔냉면, 세끼미냉면"
737,맛우짜,054-857-7217,경북,안동시,경상북도 안동시 대안로 174,,"된장짜장, 안동찜닭짜장"
738,까치구멍집,054-821-1056,경북,안동시,경상북도 안동시 상아동 513-1,,헛제사밥
739,경북유통,054-533-1121,경북,상주시,경상북도 상주시 삼백로 162-1,,자동판매기
740,브이아이피테일러(양복점),054-452-4058,경북,구미시,경상북도 구미시 구미중앙로 133(원평동),,"맞춤양복, 넥타이"
741,대화털실,054-772-9056,경북,경주시,경상북도 경주시 화랑로 139-48,,뜨개용품
742,뜰안,053-818-6464,경북,경산시,경상북도 경산시 압량읍 대학로 361,,"경산대추떡갈비, 경산대추불고기"
743,한산섬식당,055-642-8330,경남,통영시,"경상남도 통영시 정동4길 58(정량동, 1층)",,"뽈락매운탕, 뽈락구이"
744,한려갈비,055-641-2234,경남,통영시,경상남도 통영시 해방다리1길 11-5(서호동),,돼지갈비
745,무진장횟집,055-644-7536,경남,통영시,"경상남도 통영시 도천상가안길 60, 상가102호(도천동, 영생상가아파트2차)",,활어회
746,거북당제과,055-645-5950,경남,통영시,"경상남도 통영시 통영해안로 368, 1층 101호(동호동)",,꿀빵
747,아름다운안경가,055-282-6560,경남,창원시,"경상남도 창원시 의창구 원이대로 587, 105호(용호동, 정우상가)",,안경
748,삼도왕족발보쌈,055-545-8747,경남,창원시,경상남도 창원시 진해구 중원동로 84(충무동),,"족발, 보쌈"
749,미화횟집,055-526-2515,경남,창녕군,경상남도 창녕군 남지읍 남지중앙로 131,,"웅어회, 향어회"
750,배기연미용기능장의집,055-741-5414,경남,진주시,경상남도 진주시 석갑로 176-1(이현동),,미용
751,향촌식육식당,055-354-2538,경남,밀양시,경상남도 밀양시 내일상가1길 12(내일동),,"돼지갈비, 소고기버섯전골"
752,박정희머리방,055-351-0028,경남,밀양시,경상남도 밀양시 내일상가2길 9(내일동),,미용
753,일미복요리전문점,055-333-5600,경남,김해시,경상남도 김해시 김해대로2511번길 4(삼정동),,복요리
754,털보회관,031-376-2479,경기,화성시,경기도 화성시 풀무골로 106번길 19,,"흑염소전골, 코다리찜"
755,태양이발관,031-234-3070,경기,화성시,경기도 화성시 경기대로 1024(병점동),,이용
756,석정,031-376-4316,경기,화성시,경기도 화성시 풀무골로 77번길 20-9,,"한우등심, 된장찌개"
757,대로식당,031-234-2186,경기,화성시,경기도 화성시 병점중앙로 170번길 12-7,,"닭볶음탕, 백반"
758,청아원㈜,031-554-0775,경기,포천시,경기도 포천시 군내면 용정경제로 1길 48-39,,"젓갈, 반찬류"
759,경기모타,031-941-3302,경기,파주시,경기도 파주시 강천길 134,,모터 판매 및 수리
760,해성장식,031-633-7887,경기,이천시,경기도 이천시 중리천로 11,,"도배, 장판, 인테리어"
761,고산떡갈비,031-842-3006,경기,의정부시,경기도 의정부시 평화로 562번길 13,,떡갈비
762,경원식당,031-878-5464,경기,의정부시,경기도 의정부시 둔야로 49번길 21,,부대찌개
763,용인떡집,031-335-5480,경기,용인시,경기도 용인시 처인구 금령로93번길 12-1,,떡류
764,단골집,043-532-6171,경기,여주시,경기도 여주시 대신면 율촌리 379-4,,붕어찜
765,남한강송어횟집,031-881-5792,경기,여주시,경기도 여주시 능서면 능서로 714,,"송어회, 매운탕"
766,안성땅콩상회,031-674-8089,경기,안성시,경기도 안성시 아양동 286-4,,"땅콩, 농산물, 멸치, 식품 등"
767,마로니에,031-674-9993,경기,안성시,경기도 안성시 서인동 77,,경양식 돈가스
768,그때그집,031-675-5268,경기,안성시,경기도 안성시 안성맞춤대로 1052-1,,순대국밥
769,이안경박사,031-492-0085,경기,안산시,"경기도 안산시 단원구 원곡로 36, 1층동 (원곡동) ",,안경 
770,벼슬구지뼈다귀감자탕,031-318-8199,경기,시흥시,경기도 시흥시 연성로29번길 14-1,,감자탕
771,맨스헤어몽스튜디오,031-311-6623,경기,시흥시,경기도 시흥시 은행로 66,,"헤어컷트, 염색, 가발"
772,깨뽂는부부,031-495-7282,경기,시흥시,경기도 시흥시 도일로 100-4,,"참기름, 들기름, 고춧가루"
773,진천식당,031-256-3074,경기,수원시,경기도 수원시 장안구 정조로934번길 25,,"식육, 한식"
774,대하건재약업사,031-292-1800,경기,수원시,"경기도 수원시 권선구 입북로 12, 1층 102호",,한약재
775,대성이발관,031-235-1653,경기,수원시,"경기도 수원시 팔달구 인계로68번길 52, 102호",,이용
776,충주기름집,031-754-0751,경기,성남시,경기도 성남시 중원구 둔촌대로 83번길 7,,"참기름, 농산물"
777,우드아트,031-751-9130,경기,성남시,경기도 성남시 수정구 제일로 154,,"고가구, 공예, 원목가구"
778,행복한밥상,032-653-7272,경기,부천시,경기도 부천시 장말로279번길 6-2(심곡동),,한식백반
779,이안경,032-664-3030,경기,부천시,경기도 부천시 부천로 185(춘의동),,안경
780,삼미정,032-651-9493,경기,부천시,"경기도 부천시 부천로130번길 3, 1층(원미동)",,"청국장, 콩비지"
781,현경한약방,031-981-4943,경기,김포시,경기도 김포시 양촌읍 양곡1로 23,,한약
782,한화하이안세탁,031-989-7868,경기,김포시,"경기도 김포시 풍무로68번길 41, 101호",,세탁
783,올림픽신발,0507-1307-6402,경기,김포시,경기도 김포시 양촌읍 양곡1로 35,,신발
784,김포쌀상회,031-981-2320,경기,김포시,경기도 김포시 양촌읍 양곡1로 28,,곡물
785,제궁태권도장,031-391-5442,경기,군포시,"경기도 군포시 산본로 296-1, 401호",,태권도 교육
786,광명탈렌트,02-2618-1616,경기,광명시,경기도 광명시 광명로 898,,"피부관리, 화장품 소매"
787,옥산장돌과이야기,033-562-0739,강원,정선군,강원도 정선군 여량면 여량3길 79,,"곤드레밥, 더덕구이"
788,오복떡본가,033-735-5544,강원,원주시,강원도 원주시 평원로 12,,"구름떡, 영양찰떡"
789,들림횟집,043-851-0084,충북,충주시,충북 충주시 살미면 팔봉향산길 374,,"비빔회, 매운탕"
790,금강설렁탕,043-256-2311,충북,청주시,충북 청주시 상당구 상당로5번길 35,,설렁탕
791,청송통닭,043-255-6536,충북,청주시,충북 청주시 상당구 남사로 116,,통닭
792,명동왕족,043-644-4516,충북,제천시,충북 제천시 명륜로6길 9,,족발
793,신흥지업사,043-877-0129,충북,음성군,충북 음성군 금왕읍 무극로308번길 12-2,,농자재
794,달동네순대,043-421-0644,충북,단양군,충북 단양군 단양읍 도전5길 37,,순대
795,복지서점,041-561-0567,충남,천안시,충남 천안시 봉정로 347  천안시 노동복지회관 내 복지서점,,서적
796,민속떡집,041-356-0240,충남,당진시,충남 당진시 무수동옛길13,,떡류
797,심씨네젓갈식품,041-745-5555,충남,논산시,충남 논산시 강경읍 옥녀봉로27번길 32,,젓갈
798,금산원조김정이삼계탕,041-751-2678,충남,금산군,충남 금산군 금산읍 인삼약초로 33,,삼계탕
799,늘봄꽃집,064-757-1464,제주,제주시,제주 제주시 중앙로 64,,생화 소매
800,이태리안경,02-888-4849,제주,제주시,제주 제주시 중앙로 61,,안경
801,이경은헤어팜,064-742-3637,제주,제주시,제주 제주시 오현길 34,,미용
802,함지박,063-841-3211,전북,익산시,전북 익산시 동서로63길 60,,경양식
803,㈜이성당,063-450-3528,전북,군산시,전북 군산시 중앙로1가 12-2,,"제과, 제빵"
804,국제금고사,063-446-3109,전북,군산시,전북 군산시 죽성로 23-1,,"사무용가구, 금고"
805,원조뽀빠이냉면,063-446-1785,전북,군산시,전북 군산시 장재길 12-4(장재동),,냉면
806,낙원떡집,061-743-8849,전남,순천시,전남 순천시 역전장길 6(덕암동),,"기정떡, 쑥 인절미, 모시송편"
807,버텀라인,032-766-8211,인천,중구,인천 중구 신포로23번길 23(중앙동4가),,재즈카페
808,신흥부대고기,032-884-8858,인천,중구,인천 중구 서해대로449번길 10(신흥동2가),,부대찌개
809,성진물텀벙이,032-883-1771,인천,미추홀구,인천 미추홀구 독배로403번길 10,,"아귀탕, 아귀찜"
810,부암갈비,032-425-5538,인천,남동구,"인천 남동구 용천로 149, 1층(간석동)",,생돼지갈비
811,신한양식당,02-776-6315,서울,중구,"서울 중구 청파로 453, 1층(중림동)",,해장국
812,평양면옥,02-2263-7784,서울,중구,서울 중구 장충단로 207(장충동1가),,평양냉면
813,진주회관,02-753-5388,서울,중구,서울 중구 세종대로 11길 26,,"콩국수, 부대찌개"
814,부원식당(부원면옥),02-753-7728,서울,중구,"서울 중구 남대문시장4길 41-6, 2층",,"냉면, 온면"
815,주식회사 로씨니,02-766-8771,서울,종로구,서울 종로구 북촌로 18,,"이탈리안 요리, 와인"
816,브리아몽 베이커리,02-386-3833,서울,은평구,"서울 은평구 갈현로 15, 1층(신사동)",,"제과, 제빵"
817,이낙근찹쌀떡 베이커리카페,02-423-4082,서울,송파구,"서울 송파구 중대로 316, 1, 2, 3, 4층(오금동)",,"제과, 제빵, 떡"
818,지큐양복점,02-2292-4503,서울,성동구,서울 성동구 왕십리로 359(하왕십리동),,맞춤양복
819,삼호복집,02-3474-3533,서울,서초구,"서울 서초구 강남대로 51길 5, 1층",,복어요리전문
820,주식회사 피터팬식품(피터팬1978),02-336-4775,서울,서대문구,"서울 서대문구 증가로 10, 1층(연희동)",,"빵, 떡"
821,연희까운,02-324-0733,서울,서대문구,서울 서대문구 연세로 35 (창천동 33-9),,의료용 가운
822,강성자헤어,02-892-9066,서울,금천구,서울 금천구 시흥대로 39길16 한영상가 나동 1층 14호,,미용
823,궁중떡집,02-802-4468,서울,금천구,"서울 금천구 금하로 25길 16, 1층(시흥동)",,떡류 제조 판매
824,실크로드. 송림가,02-2066-6000,서울,구로구,서울 구로구 경인로 398(고척동 69-34),,"한정식, 갈비, 중화요리"
825,이태리안경,02-888-4849,서울,관악구,서울 관악구 신림로 327 1층,,안경
826,아구본가첨벙신사본점,02-3448-5981,서울,강남구,서울 강남구 강남대로 150길 12 (논현동),,아구요리전문
827,대우양복점,051-632-3790,부산,동구,"부산 동구 범일로 66,1층(범일동)",,맞춤양복
828,다다우동,051-645-7733,부산,남구,부산 남구 유엔평화로 7-1(대연동. 1층일부),,"우동, 메밀"
829,내호냉면,051-646-6195,부산,남구,부산 남구 우암번영로26번길 17(우암동),,"냉면, 밀면"
830,할매팥빙수단팥죽,051-623-9946,부산,남구,"부산 남구 용호로90번길 24, 1층 102호(용호동,삼성아파트 상가동)",,"팥빙수, 단팥죽"
831,이흥용베이커리,051-635-4454,부산,남구,부산 남구 수영로39번길 2-1(문현동),,제과제빵류
832,한국백제필방,042-255-7320,대전,중구,대전 중구 중앙로112번길 25(대흥동),,문방사우 소매
833,형제집,042-256-6474,대전,중구,"대전 중구 대흥로175번길 34, 1층(대흥동)",,직화석쇠구이
834,새천년카클리닉,042-636-1552,대전,동구,대전 동구 가양로 30(가양동),,자동차 수리
835,대구종합악기사,053-651-1414,대구,남구,"대구 남구 명덕로 172, 1층(대명동)",,악기
836,이순미용실,062-514-6622,광주,북구,광주 북구 용봉로 116 1층,,미용
837,랜드사무기,062-232-1950,광주,동구,광주 동구 제봉로 116 OA랜드빌딩,,사무기기
838,옥주카센타,062-673-4958,광주,남구,광주 남구 백운로 76,,자동차 정비
839,서울계면공업사,062-944-0538,광주,광산구,광주 광산구 송정동 985-37,,국수
840,대경식당,054-975-7979,경북,칠곡군,경북 칠곡군 동명면 기성리 301,,"약선능이백숙, 꿩샤브샤브"
841,안계수산,054-861-0437,경북,의성군,경북 의성군 안계면 용기리 481-6,,수산물
842,뷰토피아퀸,054-335-5050,경북,영천시,경북 영천시 강남길 45-1,,"헤어, 네일, 피부"
843,태극당,02-2279-3152,경북,영주시,경북 영주시 번영로 154,,제과·제빵
844,신데렐라미용실,054-433-4882,경북,김천시,경북 김천시 신양1길 32(신음동),,"미용, 미용재료"
845,헤어살롱지지상모점,054-451-4349,경북,구미시,경북 구미시 상사서로 43(상모동),,"미용, 미용재료"
846,선화소곰탕식당,053-852-3295,경북,경산시,"경북 경산시 진량읍 동자길 65, 1층",,한우곰탕
847,함안갈비,055-255-6200,경남,창원시,"경남 창원시 마산회원구 봉양로 15, 2층(양덕동)",,"육류, 전골류"
848,멋쟁이뷰티,055-242-8183,경남,창원시,"경남 창원시 마산합포구 교방시장2길 21, 1층 106호 (교방동, 교방프라자빌딩)",,미용
849,임진강식당,055-374-8389,경남,양산시,경남 양산시 상북면 삼계2길 51,,"민물매운탕, 두부전골"
850,똘똘이식당,055-335-6029,경남,김해시,경남 김해시 대동면 동남로49번길 7-5,,육류
851,대성보세,055-944-6684,경남,거창군,"경남 거창군 거창읍 중앙로 140, 다동 9호 (중앙시장)",,신발판매
852,할머니집,031-374-4634,경기,오산시,경기 오산시 오산로300번길 3(오산동),,"소머리국밥, 수육"
853,어부집,031-953-0787,경기,파주시,경기 파주시 파평면 장승배기로 366번길 15,,매운탕
854,정숙희미용실,031-466-6904,경기,안양시,경기 안양시 만안구 안양로332 우성빌딩 2층,,미용
855,할리바버샵,031-411-5070,경기,수원시,경기도 수원시 권선구 금곡로 236(금곡동),홈플러스 서수원점 3층,이미용
856,가나북스,031-408-8811,경기,시흥시,"경기 시흥시 수인로 2323, 409호, 414호, 415호",,"도서, 서적"
857,성경기름집,031-721-2173,경기,성남시,경기 성남시 중원구 성남대로1139번길 6(성남동),,전통기름
858,대성기름집,031-754-2883,경기,성남시,경기 성남시 중원구 둔촌대로83번길 7(성남동),,전통기름
859,화성기름집,031-754-1285,경기,성남시,"경기 성남시 중원구 둔촌대로69번길 8, 166(성남동)",,전통기름
860,쓰리에이안경,031-222-0001,경기,수원시,"경기 수원시 경수대로302번길 29, 1층 104-1호, 104-2호(권선동)",,안경
861,옛골,033-336-3360,강원,평창군,강원 평창군 봉평면 기풍 1길 5,,메밀음식
862,원조남부막국수,033-256-7859,강원,춘천시,강원 춘천시 춘천로 56(효자동),,막국수
863,샘밭막국수,033-242-1702,강원,춘천시,강원 춘천시 신북읍 천전리 118-23,,막국수
864,원주일미통닭,033-254-3992,강원,춘천시,강원 춘천시 서부대성로 140-2(운교동),,"치킨, 찜닭"
865,동광식당,033-563-3100,강원,정선군,강원 정선군 정선읍 녹송1길 27,,"황기족발, 콧등치기국수"
866,일미닭강정주식회사,033-374-0151,강원,영월군,"강원 영월군 영월읍 서부시장길 15, 1호",,닭강정
867,스마일호스텔,033-636-7117,강원,속초시,강원 속초시 설악동 246-82,,숙박
868,수정궁횟집,033-652-1569,강원,강릉시,강원 강릉시 창해로 350번길 7,,회
869,화산축산,063-231-1244,전북,전주시,전북 전주시 완산구 마당제4길 24(중노송동),,식육
870,홍철수테일러,051-245-0131,부산,중구,부산 중구 중앙대로 43(중앙동5가),,맞춤양복
871,홍림토탈인테리어,051-627-3203,부산,남구,부산 남구 못골로 66-1(대연동),,종합인테리어
872,함흥냉면,032-503-8054,서울,영등포구,서울특별시 영등포구 영등포로42길 6(영등포동3가),,한식(냉면)
873,할매설렁탕,031-675-6852,경기,안성시,경기 안성시 중앙로 480(봉산동),,설렁탕
874,한일식당,041-338-2654,충남,예산군,충남 예산군 삽교읍 두리 604-2,,육회비빔밥
875,한일당,051-525-6917,부산,금정구,부산 금정구 서부로 21-1(서동),,"귀금속, 시계"
876,한우일번가충북진미점,043-422-4989,충북,단양군,"충북 단양군 단양읍 별곡7길 12, 112호",,식육
877,학성실크,055-757-7408,경남,진주시,경남 진주시 동진로 298(상대동),,"실크원단, 주단 및 양복"
878,팔팔순대국,033-636-5798,강원,속초시,강원 속초시 중앙로129번길 35-20(금호동),,"순대전골, 순대국"
879,태극당,02-2279-3152,서울,중구,서울 중구 동호로24길 7(장충동2가),,제과·제빵
880,충주건축자재,054-281-8802,경북,포항시,경북 포항시 남구 포스코대로 420-1(해도동),,방수자재
881,최동순베이커리,032-876-1552,인천,미추홀구,"인천 미추홀구 소성로 120, 101호(학익동, 동아풍림상가)",,제과
882,초리골초계탕,031-958-5250,경기,파주시,경기 파주시 법원읍 초리골길 110,,초계탕
883,초당할머니순두부,033-652-2058,강원,강릉시,강원 강릉시 초당순두부길 77(초당동),,초당순두부
884,청천영농조합법인,041-935-7345,충남,보령시,충남 보령시 대천로 273(죽정동),,곡물도정
885,청사미용실,042-472-6442,대전,서구,"대전 서구 청사로 189, 지하1층(둔산동, 대전정부청사후생동)",,미용
886,천일서점,033-533-4316,강원,동해시,강원 동해시 천곡로 59(천곡동),,서적
887,창원푸드,055-245-8543,경남,창원시,경남 창원시 마산합포구 어시장7길 126(동성동),,"젓갈, 절임식품"
888,진주팜농약,055-745-3931,경남,진주시,경남 진주시 진양호로 556(동성동),,농약
889,중앙당,043-256-7342,충북,청주시,충북 청주시 상당구 사직대로361번길 41-2(영동),,메밀면 요리
890,㈜화월당,061-752-2016,전남,순천시,"전남 순천시 중앙로 90-1(남내동,(1층))",,"찹쌀떡, 볼카스테라"
891,㈜통나무집닭갈비,033-241-5999,강원,춘천시,강원 춘천시 신북읍 신샘발로 763,,닭갈비
892,㈜청탑포토,055-745-0300,경남,진주시,경남 진주시 진주성로 31-1(인사동),,"앨범제작, 사진촬영"
893,㈜오뎅식당,031-842-0423,경기,의정부시,경기 의정부시 호국로1309번길 7(의정부동),,부대찌개
894,㈜동방파스텍,031-847-9872,경기,양주시,경기 양주시 백석읍 권율로1203번길 39-31,,방화문 부자재
895,제일안경원,031-411-8118,경기,안산시,"경기 안산시 단원구 선이로 14, 1130(선부동, 안산제1종합시장)",,"안경, 콘택트렌즈"
896,정원식당,051-628-2824,울산,중구,울산 중구 학성로 91-1(성남동),,한식
897,장흥회관,031-635-3710,경기,이천시,경기 이천시 중리천로 8-1(중리동),,"곱창, 해물탕"
898,장미칼국수,063-443-2816,전북,군산시,전북 군산시 큰샘길 26(죽성동),,"칼국수,돌솥밥"
899,일력,063-535-4649,전북,정읍시,전북 정읍시 수성동 중앙1길 63(수성동),,"메밀국수, 생선초밥"
900,인하찹쌀순대,032-652-3834,경기,부천시,경기 부천시 심곡로34번길 43(송내동),,"순대, 국밥"
901,이은헤어센스,062-261-9019,광주,북구,"광주 북구 우치로 120-1, 2층(용봉동)",,미용
902,유구식당,041-841-2528,충남,공주시,충남 공주시 유구읍 시장길 33-4,,한우모둠구이
903,월드헤어쇼미용실,02-2291-0096,서울,강동구,서울 강동구 올림픽로 805(암사동),,미용
904,옛장터숯불갈비,043-731-8992,충북,옥천군,충북 옥천군 이원면 이원로 809,,"숯불갈비, 갈비탕"
905,영화장,02-967-9595,서울,동대문구,서울 동대문구 휘경로 3-8(이문동),,증화요리
906,엠두피엔아트월드,053-253-1963,대구,중구,대구 중구 중앙대로81길 57(종로1가),,미용
907,안심식당,054-976-6464,경북,칠곡군,경북 칠곡군 동명면 송림길 101,,"옻닭, 능이백숙"
908,신화당,043-543-2860,충북,보은군,충북 보은군 보은읍 삼산로 27-1,,"시계, 패션 주얼리"
909,신세대미용실,055-385-6780,경남,양산시,"경남 양산시 신기서길 18, 상가동 106호(신기동, 대동서안한마음타운)",,미용
910,숯골원냉면,042-861-3287,대전,유성구,대전 유성구 신성동 136-2,,평양식 냉면
911,세모한복,032-765-7148,인천,미추홀구,인천광역시 미추홀구 미추홀대로 715(주안동),102호,한복
912,성안식당,064-799-0145,제주,제주시,제주 제주시 애월읍 애월로11길 5,,"물회, 갈치조림"
913,선경이불주단,052-245-4984,울산,중구,울산 중구 중앙시장1길 9(옥교동),,"이불, 주단"
914,서울깍두기,031-487-3346,경기,안산시,"경기 안산시 단원구 광덕서로 56(고잔동, 109~110호)",,"설랑탕, 수육"
915,샛별초가집식당,055-944-3739,경남,거창군,경남 거창군 거창읍 시장1길 9,,"아구찜, 뽈찜"
916,새로나제과,042-524-6786,대전,서구,대전 서구 변동로 66(변동),,제과제빵
917,삼락하동재첩국,051-301-7200,부산,사상구,부산 사상구 낙동대로 1518번길 33(삼락동),,재첩국
918,산본시장정육점,031-396-5665,경기,군포시,경기 군포시 산본천로183번길 3(산본동),,정육점
919,불란스안경원,051-891-9362,부산,부산진구,부산 부산진구 당감로 23(당감동),,"안경, 렌즈"
920,부산제과,055-283-1772,경남,창원시,경남 창원시 성산구 반송로 148-18(반림동),,제과
921,방자네 (산골물),02-722-1891,서울,종로구,서울 종로구 인사동16길 8-1(관훈동),,한정식
922,문화서점,041-546-9392,충남,아산시,충남 아산시 온화로 115-1(용화동),,서적
923,문우당서림,033-635-8055,강원,속초시,"강원 속초시 중앙로 45(교동, 658-29)",,서적
924,명동감자탕,054-635-7235,경북,영주시,경북 영주시 중앙로106번길 8(하망동),,감자탕
925,마포설렁탕,031-235-4455,경기,수원시,경기 수원시 팔달구 인계로101번길 11(인계동),,설렁탕
926,마당숯불갈비,054-631-5044,경북,영주시,경북 영주시 번영로173번길 7(영주동),,돼지갈비
927,또와유식당,043-878-1991,충북,음성군,충북 음성군 금왕읍 무극로308번길 6-1(외2필지),,손만두
928,동양한지,02-734-1881,서울,종로구,"서울 종로구 인사동길 5, 104호(인사동, 빠고다빌딩)",,한지
929,동양고무상회,043-742-3794,충북,영동군,"충북 영동군 영동읍 영산로3길 17, 1층",,신발
930,도일처,02-2662-2322,서울,강서구,서울 강서구 개화동로 567(방화동),,중화요리
931,대한체육사,063-855-0909,전북,익산시,전북 익산시 인북로 151(남중동),,스포츠용품
932,대경사,055-223-7746,경남,창원시,경남 창원시 마산합포구 3.15대로 426-2(상남동),,"시계, 시계수리"
933,김영숙헤어스쿨,052-281-1577,울산,중구,울산 중구 학성1길 45(학성동),,미용
934,궁전관,062-374-3600,광주,남구,광주 남구 신만산길 66(원산동),,"옻닭, 닭볶음탕"
935,건계정,055-944-7833,경남,거창군,경남 거창군 거창읍 거안로 1173-21,,"해물찜닭, 백숙"
936,강원밀봉,033-742-3737,강원,원주시,강원 원주시 원문로 1(학성동),,"벌꿀, 화분, 로열 젤리"
937,가선식당,043-743-8665,충북,영동군,충북 영동군 양산면 금강로 760(음식점),,"어죽, 어탕, 생선국수"
938,1번가,052-245-7747,울산,남구,"울산 남구 월평로187번길 8(삼산동, 1층)",,"남성복, 양복"
939,흥부보쌈,02-888-9464,서울,관악구,"서울 관악구 신림로59길 15-13 (신림동, 지상1층)",,보쌈
940,흐르는물,032-762-0076,인천,중구,"인천 중구 신포로31번길 9(관동 3가, 2층)",,카페(茶)
941,황산냉면,02-3431-2262,서울,송파구,서울 송파구 가락로 257(방이동),,"냉면, 밀면, 어복쟁반"
942,함흥보쌈,051-416-2342,부산,영도구,부산 영도구 남항로 42(영선동2가),,냉면
943,할매횟집,055-526-2025,경남,창녕군,경남 창녕군 남지읍 선창길 17,,"웅어, 향어회 , 매운탕"
944,한길안경원,055-674-4284,경남,고성군,경남 고성군 고성읍 동외로 156,,안경
945,폭포수식당,031-471-3360,경기,안양시,경기 안양시 만안구 석수동 850-3 ,,닭·오리요리
946,판문점,055-246-7145,경남,마산시,"경남 마산시 오동동 23-19,23-27",,"북한식숯불갈비, 냉면"
947,역전통닭(닭사무소),061-744-4539,전남,순천시,"전남 순천시 역전장길 9, 7호(덕암동, 역전시장)",,식육
948,충주상회,02-676-1640,서울,영등포구,서울 영등포구 영등포로45길 16-1 (영등포동2가),,"고추, 참기름"
949,짱구분식,064-753-4767,제주,제주시,"제주 제주시 연동8길 28, 9호(연동)",,분식
950,장원보쌈,02-470-8555,서울,강동구,서울 강동구 구천면로 196 102호 (천호동),,보쌈
951,일미장어,02-777-4380,서울,용산구,서울 용산구 후암로 57길 35-15(동자동),,장어
952,이화인재상사,051-803-2002,부산,부산진구,부산 부산진구 부전로20번길 28(부전동),,인쇄재료
953,원조석대추어탕,051-523-2867,부산,해운대구,부산 해운대구 반송로571번길 5(석대동),,추어탕
954,우정식당,055-375-6738,경남,양산시,경남 양산시 상북면 삼계2길 33,,민물매운탕
955,아씨주단,062-223-3722,광주,동구,광주 동구 충장로 50-1(충장로4가),,한복
956,신진방수백화점,051-464-0988,부산,동구,"부산 동구 중앙대로 386, 1층(수정동)",,방수제
957,신사동족발,052-298-3311,울산,중구,울산 중구 번영로 546(반구동),,족발
958,송극,062-942-0033,광주,광산구,광주 광산구 광산로 19번길 10(송정동),,떡갈비
959,소문난횟집,055-336-8889,경남,김해,경남 김해 부원 61-39 3/1,,"모듬회, 회덮밥"
960,샤론꽃농원,062-366-1818,광주,서구,광주 서구 화정동 783-21,,생화
961,새서울정육점,02-2682-4643,경기,광명시,"경기 광명시 광이로13번길 11, 1층",,식육전문
962,삼원슈퍼,02-822-2934,서울,동작구,서울 동작구 상도로22길 37 (상도동),,잡화
963,삼미옥,02-889-9327,서울,남부순환로,서울 남부순환로 1829-6 (봉천동),,"설렁탕, 수육"
964,산울림식당,041-857-5206,충남,공주시,충남 공주시 계룡면 갑사로 476-10,,더덕산채정식
965,부일횟집,055-681-2789,경남,거제시,경남 거제시 장승포로 101(장승포동),,"회, 전복죽"
966,부일곱창,032-326-6066,경기,부천시,경기 부천시 계남로 304(중동),,"곱창, 순댓국"
967,벙글벙글찜갈비,053-424-6881,대구,중구,대구 중구 동덕로36길 9-12(동인동1가),,찜갈비
968,만리향,055-332-8060,경남,김해시,경남 김해시 분성로335번길 4(동상동),,중화요리
969,뚱보냉면,02-2267-1801,서울,중구,서울 중구 퇴계로 27 14(필동1가),,"생고기구이, 고추장불고기, 껍데기"
970,두꺼비집,031-483-2379,경기,안산시,경기 안산시 단원구 원고잔로 15 (고잔동),,부대찌개
971,동강오리,02-492-6717,서울,중랑구,"서울 중랑구 용마산로115길 10 (망우동, 1층)",,(통마늘)오리주물럭
972,대성식당,061-663-0745,전남,여수시,전남 여수시 교동남1길 5-9,,"삼치회, 갈치조림, 서대회무침"
973,대성민물매운탕,031-840-1361,경기,양주시,경기 양주시 원학로 147번길 82-3 1층,,"쏘가리매운탕, 송어회"
974,대방회집,02-821-5740,서울,동작구,"서울 동작구 여의대방로 134-1 (대방동, 1층)",,회
975,단골통닭,041-855-7352,충남,공주시,충남 공주시 산성동 182,,뼈있는 닭강정
976,남일꼼장어,051-417-7776,부산,영도구,부산 영도구 절영로13번길 70(영선도 1가),,"꼼장어구이, 꼼삼세트"
977,극동청과,02-679-5774,서울,영등포구,서울 영등포구 당산동1가 85,,과일류
978,골목냉면,02-2235-2540,서울,성동구,서울 성동구 독서당로 295-7 (금호동3가),,냉면
979,고성곱창,055-645-4011,경남,통영시,경남 통영시 무전3길 11-9(무전동),,곱창
980,강남횟집,052-267-1780,울산,남구,"울산 남구 삼산로77번길 18, 104호(달동, 강남맨션상가)",,횟집
981,가마솥국밥,051-743-3888,부산,해운대구,부산 해운대구 우동 611-4,,소고기국밥
982,화성식육식당,061-374-2806,전남,화순군,전남 화순군 화순읍 칠중로 151,,한식(돼지머리)
983,홍능갈비,02-3491-6800,서울,도봉구,서울 도봉구 도봉로 157길 16 (도봉동),,한식
984,홍능갈비,02-3491-6800,경기,고양시,"경기 고양시 덕양구 삼송로 158 (삼송동,1층)",,한식
985,현대물텀벙이,032-766-3693,인천,동구,인천 동구 샛골로 140 (송림동),,한식(아귀조림)
